12,13,21,23,31,32,14,24,34
0.0029451958,0.0037504711,0.0434803902,0.0075925141,-0.0039303819,-0.013984012,0.,0.,0.
0.0045249478,0.0064285367,-0.0881940629,0.0679624117,-0.1364945937,-0.0786218443,0.0019235948,0.003511252,0.0080317358
0.0098992153,0.012966875,-0.0229719436,0.0742984338,-0.1366284486,-0.0953314047,0.0093007686,0.0098740259,0.0029228194
0.0297717875,0.0219752141,-0.0600860734,0.1667178841,-0.1215335532,-0.0938224837,0.0086573409,0.0274509023,0.0468141266
0,0,0,0,0,0,0.0273641298,0.0450538616,0.0790834167
0.0091656414,0.0064437534,0.3395070967,0.0932671057,0.2301852388,0.1898334331,0.0009495108,0.0050132209,0.0153105087
